,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.958858492795455,4.008146923330522,4.975773822993046,3.5698044910283584,4.604339074911612,4.333001759832813,2.702080314822059,4.419305742504203,4.314217878596769,4.532106570756954,3.7020570987361454,4.1569289860021605,4.455191583492991,4.969886442923116,3.309758931076049,4.018393151909095,2.8034589620125394,3.377445004657737,4.021932424460831,4.073836263436757,4.56631876548999,4.125476086951429,3.210541389884318,4.328435449805007,4.3975352737163895,4.057752230846337,4.187702751843445,4.1804251785248745,3.7782870138738653,2.993246393808818,3.223842461703728,3.1331862906293875,4.995045132625581,3.0131709711511783
12,4.9896127694773975,4.648840451709729,4.982036031452326,3.9985953603579594,4.919369258413863,4.8768549572107265,3.507204238171279,4.9819057780578335,4.76830481869217,4.759905189054281,3.332436025334005,4.022943944807416,5.238427015374047,3.0268124221272203,4.975814883538534,4.021263410232765,3.3545488176084253,2.8324591613901164,4.956121305052032,4.9199306838993815,4.349260650651493,4.39436318992267,4.974382407860379,4.725871744329208,4.0032501656388035,4.302582920604254,4.3887939795406075,4.145781319243713,4.675836950924539,5.200597788896531,1.9757844259303134,4.63839518134547,4.225871023031771,4.203220072367724
13,4.001986272174582,4.33121992942938,4.1735670713973985,3.77025904619547,4.860424844182768,4.101428112532436,4.927601153836233,4.055889978965401,4.536648510619744,4.940426266691305,3.5510917280698173,3.5316810592599843,4.001202351958728,2.980051156172045,3.973568903651463,3.4047602923054314,1.7799108293367625,2.7471969701921366,2.787786680719426,4.13809694996594,4.8945445428333185,4.007959114667055,3.0102238724868,5.3626980800215005,3.298639024398028,3.9716055726824324,4.672242980192832,3.9719748778634267,2.050435491385483,4.131920551010606,0.795773842646091,3.931795470754595,3.9688137517419637,4.208984030411856
14,4.976518405316077,4.032876438611378,4.991719960066533,3.803707365421875,4.986220085967576,4.557361114294549,3.661219977244654,4.6142785572557425,4.53464024690841,4.6522327359902835,3.6387540399543217,4.1497366933165845,4.984339030721199,4.417454664346998,3.7340590791811246,4.383402144264223,2.534717046190004,3.0290695379733594,4.1912542272339515,3.97387553416225,4.785388093204523,4.521202882505982,3.7944213562211226,4.970674509272262,4.244432054973414,4.120600977555816,3.9562845177010635,4.2864134525651,3.8370927632256953,3.4461376105919994,2.647392909039915,4.006155790036323,5.198625457080878,4.4974109838052625
15,4.974868963302708,4.762431441342956,5.005684995853861,4.96996054448206,4.969063660689321,4.8772887145091115,3.5709229210185636,5.043785944968931,4.910296250788671,4.858071463626809,4.332883043636636,3.763659456005504,4.995045970708385,4.008337643553774,3.5270576508780818,4.31322801554867,3.2083531802654073,3.514306275605849,4.464646594690972,3.6985417858576435,4.25156016683373,4.349297420026728,3.5360569663690367,4.660858578169467,4.050034622520514,4.707650349136292,4.124857400477288,4.979862838915501,3.323419047640332,3.387675573350284,1.8519033874275834,3.582804624638937,4.100621636493166,4.57245922949008
16,4.0081713100988585,3.8348718827948085,3.9919488079909575,2.903525228694089,4.55815696966169,4.23559195333105,3.1231869740721447,4.003001208071925,3.90699266393803,4.444452173172459,2.765071738432798,3.6531697326031347,4.027690400657176,3.574047394411331,3.9672084951092454,3.673404909985675,3.110857493329127,2.97792539979623,3.8574618190311267,4.582292945080902,4.508328545204447,4.328335767437774,3.824566104346352,4.199869810670354,3.4314557022473235,3.3738596308151894,3.898121900417564,3.163990366415608,3.8778991615943266,4.974828327524863,3.6817500007713138,4.9833132328275065,4.980402742103857,3.9979867254713057
17,3.998192040998582,3.997434652802605,4.028490410372461,3.5476930636032433,4.920800769769693,4.150067336185801,2.885835617299484,4.141105156429527,4.099338112616873,4.515235529250804,3.0455160185205865,3.5043111156342124,3.9887412648668823,3.5173415183490966,3.7102856989346455,3.497027643585944,2.3475474858716607,3.9484024242915847,3.275099669227769,3.408371483233708,4.710697913855603,3.8276742584479546,2.466202780143305,4.016951473923159,4.03947921822508,3.8781661604297817,3.7366076045262706,3.7159680651190654,3.1813115395674862,4.193990891443105,2.638126684791598,3.3171097935397036,4.2002123649314935,3.964751962062411
18,4.985552745810883,4.494809540130525,4.986380955543771,3.761373138585506,4.958178377650998,4.589543866936692,2.9214418892141314,4.728803223895465,4.647917792440107,4.690487778995548,3.9207059152443837,4.392039702154209,4.998543163775534,4.991850048951349,3.7825260274298635,4.53901981202379,2.7379842843635354,3.907267509899484,4.379010821420522,3.6260176653550986,5.002949287292713,4.259012644671032,3.525910261869183,4.5813382498196855,4.971188447182187,4.594717886900863,4.288481570322442,4.53552203987404,4.166510260729864,3.5291550895263146,3.0945098281324617,3.506772128729226,4.68954693484418,4.276268356759082
19,4.922875529424372,4.989245638420152,4.486247114882531,3.894046785829327,5.344361079466197,5.016465952267652,3.3628428129495993,4.879846734264558,4.970784990637292,5.176518603529877,3.5935360137332317,4.65591180484958,4.8758651906194075,4.2988839287838605,4.977170641601538,4.015274613764102,2.8358431669858533,5.115596634113318,3.8013529846232355,4.36506297357382,5.00007990335233,4.965236668375217,3.0143619482257824,5.004563670419594,4.979567080876145,4.607414079414927,5.018127953465231,4.327508048776055,4.307278990193924,4.871811408031774,2.988330765839571,3.8356538562441607,4.654928684195744,3.580745018351689
20,4.727089719483317,4.9720653079984745,4.470782095071349,3.9894279940286674,4.9891166940880005,4.779978993672895,3.8981806941795987,4.676581775227804,4.695355302780946,4.982476456180416,4.016354357647902,4.074030059483339,4.938599001434342,4.016281038346147,4.069528426178325,4.318852548525235,2.642139199218774,3.5293513155226703,4.256209238983987,4.582326341769065,5.1855894671830045,4.6179775770440585,3.9967354091204457,4.976672557333735,4.132834700649787,4.53914100320539,4.409758649160411,4.325315356798828,3.354525374562842,4.646181937319711,2.9908390715522297,4.732135050557457,4.002240035917611,4.99088569179334
21,3.0895583553252455,3.966533444125289,3.1648103620498955,3.241971917683473,3.0095729905557214,2.925244462331432,2.4154960947226956,3.0216069292799315,3.4542570146527676,3.496136974304098,3.9612946715827975,2.6839225919537486,3.007922764124877,3.2643831299295525,1.6552479098105084,3.194298542087126,1.3529595407589097,2.5676241770776542,2.426046503447854,1.9998381129780727,3.0029916635543783,2.2813006619896328,1.858777409353549,3.010722301846637,2.9096052543851187,3.964564434280604,3.1578946975609328,3.9921065492345864,1.0058524897311112,2.2439480683666133,1.041947759277313,1.0085514024849427,1.2448210738025924,3.025876723285535
22,4.3838884797438755,4.009765567724442,3.8008750596999126,3.3108747365202618,4.377502219276271,4.167987660953919,3.9839550876770344,4.037161176490436,3.999338429091741,4.348399642766387,3.459677777356937,3.804662183442672,4.070481722256267,3.858264033600205,3.3352837954107084,4.111817670158631,2.0823420756365194,2.897396438741878,3.0037265276844853,3.9103769832321524,4.462180220819915,4.968287510940951,3.4031531924382454,4.975362617068972,3.4064527499395143,3.610296537286444,3.8885119482683934,3.6823905751244244,3.1427052706271303,3.3459014726371956,2.3620251631693385,4.636760473229149,4.572560371021508,3.8600857364961563
23,3.7767905322015993,3.985386052690594,3.770313093737371,2.795295990785243,3.7523574582101493,4.151882502763338,2.008796659348438,3.7772229999114955,3.7651870929835716,3.7611495399447135,3.4399630938444115,3.961636557671633,4.843882331304505,4.984772785007492,3.0958998225360963,4.0692966677148315,2.834037131075145,3.8907759433506675,4.336319176106919,4.23929377287084,4.464702154032136,3.9112289853167757,3.6556829970269864,3.429272312429551,3.9973639666533995,3.869357309027091,3.21833732947122,3.748635647307394,3.985348865326308,3.6285926143066036,4.978013259459621,4.00382567873624,3.015272556747159,4.986605162578822
24,4.976147336478497,4.996301871809081,4.979225129650531,3.6981274657318717,4.990056052340075,4.998367979958961,3.587387298972479,4.9725976005943,4.89690136651719,5.0093570559466585,3.700435196925354,4.520967879887045,5.34134827389048,4.154352403162132,4.977737862149736,4.396662307105911,3.423935296591282,3.4951626931798097,4.853044168183266,5.29685648817422,5.197065604512848,4.7357683580060455,4.969594661495893,5.003018532296453,4.486960851275363,4.551897926987446,4.97768756783945,4.278925072145433,4.905117445701252,5.222534789660697,2.982406460599748,5.190221722238024,4.363471073586231,4.4687839305973265
25,4.41796179069791,4.974666073130435,4.019652633448912,3.6244072903056734,4.750336239678654,4.365677015793283,3.9176412380183336,4.315602488845073,4.493811351871868,4.982797858624971,3.916831224922069,3.972227540068218,4.006716799650584,3.8991104986721212,3.9369597858518612,3.8742644896522087,2.270496840743824,3.7213786927798007,3.1425872436697286,4.237543894587108,5.142805461897362,4.475634263239353,3.113037640375631,4.976623060428536,4.041798497597317,4.351502868025381,4.979609505097112,4.0297542639892034,2.827764427081522,4.338352940202358,2.2411948270945805,4.2199540352445535,3.873975606608295,3.516555143534078
26,4.945338317414734,4.996181471277363,4.694603160738604,4.147649363035393,4.998345052289391,4.991299716310111,3.5859588425587194,4.980158246744263,4.816508819234845,5.0145888799593,4.023930908344773,4.295824575284359,4.933246436443291,4.527432435207993,4.291432932657809,4.35938740602458,3.254103481085864,4.085621603344849,4.180560251654084,4.50242318984958,5.136453647569011,4.982854840691309,3.8154998351036276,5.001140789893191,4.481662470249464,4.5352748398620175,4.968470491669366,4.3942995434113445,4.157083156832779,4.14771730235237,2.8594040062194277,4.872389511748157,4.580430169098492,4.001505018056238
27,4.930042829424295,5.011954040777664,5.0813670523281615,4.598090821400856,4.986802043102445,4.7234199647455375,3.926736540469131,4.829469620170052,4.912842104439486,5.114102206553346,4.939985042127402,4.06557626381597,4.921887583373863,5.0448968881284175,3.0060304846274155,4.8659966958926715,2.6371459906575074,3.404163806730085,4.078132381352569,3.741556200335067,5.179091038302739,4.39429500548934,3.56085808581454,4.994036434125506,4.282443306793235,4.994075951981083,4.4692564843958955,5.173532142847129,2.865008852327204,3.211046825304452,2.4627998016840835,3.7793970391813816,4.136698139482156,5.001018258920835
28,4.945101555027115,5.001760121080139,5.15806491396917,4.1856674970456655,5.271576928308948,4.807882441509441,3.543265937128523,4.945480224701386,5.094193111211224,5.197486305247069,4.31118465062202,4.514447381423597,4.97847098635391,4.9981880489153765,4.079226587331784,4.569532335687642,2.9900688526420933,4.263865196281548,4.185948720566648,3.9670533865717057,5.34174173686493,4.381579423695677,3.483203159052936,4.995645794344711,4.979456296471942,4.982929608325429,4.979454301116058,4.976576090384832,3.973024716069904,3.9312070316425367,2.512112741861753,3.6380793099421185,4.483269216596878,4.480121664662256
29,4.992513954335042,4.976987224858568,4.79395053622182,3.9936479113156307,4.994366348096627,4.7831540300264335,3.6180640969615343,4.815116510991333,4.769733293502473,4.972652394422995,4.425044351926543,4.399011708535146,4.999916842769742,4.992641263870963,3.6224865173724363,4.977319394479548,2.7646818950354253,3.7240199392332713,4.220582678168059,3.9588635372390493,5.254156144238788,4.815207385601432,3.9679376304110505,4.993241706793365,4.5930228485376725,4.804484684824922,4.4675561473900975,4.746528119544959,3.8442238679906886,3.892164523591168,3.1032577930315313,4.423721745801819,4.458509100495676,4.881574349087656
30,3.970213306641889,3.9078213167154208,4.974815109896377,4.12261903966717,4.981698615513337,3.699188100787486,3.2752986765996326,4.051057797682767,4.555845121564901,4.967240885038417,3.869567698843438,3.3950610970871757,3.046887660587762,3.993861408077476,2.510815676015347,3.699374201104713,3.122804478554773,3.1335605160094433,3.012747755798661,3.043388450683216,4.004757105825912,3.0080058467774156,2.2248280682258517,4.0025988082142385,3.5534982358002645,4.302143374834649,4.009874262112388,4.956222016817495,2.440165472934382,3.2722033739649645,0.9865052036968036,1.4659947535819802,4.395146755803933,3.703929089284914
31,4.528338846516923,4.582370271045365,5.000863386229331,4.306036599506124,4.938991420629613,4.667471222897406,3.4797159209572315,4.763859489819981,4.958243383135467,4.8264205673710725,4.027111613048808,4.111976869816717,4.970577384444578,4.3095615445949855,3.8792167843792473,4.362860333791276,3.3572581866505935,3.7815345228561554,4.355530553805114,3.8265357717655166,4.411433973269207,4.100512724592107,3.716234973514245,4.606228684087599,4.25941219654294,4.6979866956292415,4.292590596752902,4.988417748228165,3.9912074204500985,3.871954842946265,2.0048267108831457,3.4192132597203133,4.001972756411708,4.992695741744762
32,4.526531080730774,4.303998398713462,4.978181558554454,4.958308480778651,4.684559429241624,4.796792580083092,2.9860717476832828,4.903049314422726,4.643761572446386,4.529310102251177,4.048050461148063,3.402648696458441,4.989548734650416,4.073954821056725,3.249940410331245,3.9971841003659847,3.672112664205595,3.514622434482302,4.594728595366488,3.6952995555444623,4.001020499154076,3.9854911489906475,3.3905685916287545,4.022848642226532,3.7391775265935614,4.360121631077267,3.7678271500793428,4.7549753745604955,3.5088657063309356,3.0611137622929214,2.2700399011466534,3.591285158160187,3.9717542652964184,4.613669830833216
33,4.993268037891958,5.01903803814544,5.001687547678515,4.619310533577227,5.387153210679357,4.986253381205103,4.948842521958397,4.983496230097779,5.102486224616373,5.42253912851215,4.447727340507049,4.114615957279694,5.000126416246442,4.215246041531413,3.9664758006895857,4.563157148292975,2.7419687729201074,3.202706358651664,4.00278348523618,4.627679539371021,5.4420924092178575,4.9931533514106565,4.000444588128224,5.767026961858913,3.9520304490437037,4.677873428541061,4.876123401060791,4.811202464843244,3.0434485774878524,4.095207092334407,1.9850276538176694,5.019942337407493,4.7616044974420095,5.197170909814072
34,4.3433850717879965,4.500828300369095,4.999785475974656,4.756877837349945,4.7004809944701496,4.8301349157996425,4.042080980831079,4.628065810797913,4.957039799826058,4.979447256929613,4.2465085037560115,3.6928008212212076,4.97469397593551,3.8353744173888207,3.5332066566426596,3.9998414472775066,3.6190669746530113,3.020624988449494,4.365442776081754,4.836284442448121,3.857773450766081,4.165133683362972,3.9362198259572603,4.617050420495193,3.0520717304516434,4.423590716542924,4.090459467321226,4.982248944988206,3.088795998504908,4.140685572952607,2.1664264084282223,3.685682234879553,3.7424301474918003,5.076984999493845
35,4.90601997216038,4.622022609569082,4.996414418941128,3.3034353451844125,5.102140370559796,4.544715207563196,2.8057405817681573,4.437235012266608,4.912608652724571,4.9990036519651015,4.005856393356415,4.9845620909892485,4.997699631979375,4.988542734452346,4.028709724001708,4.961113950525021,2.4536218724012686,4.210863206306259,4.0939087839681285,3.5939135048089352,4.301948011304383,4.230462014282349,3.5824843054278315,4.484454126440661,4.99566540702916,4.990300986670648,4.008029288520107,5.003705653525367,4.473102349462811,4.977325059032557,3.4070284691544828,2.0256096367804086,4.466516977994799,4.433992374832757
36,4.613539893561059,3.9986833814713765,4.9780089599390935,3.6971974893629778,4.358179926992495,3.998287702412752,4.287865954852683,4.334126410477096,4.274972640262331,4.3279360214971945,3.8751734835807183,3.5054388357528046,4.600595039743129,3.5796547852911,3.111985871992817,4.491816273765534,2.4412201061892898,1.0223704401494484,4.249796552288108,3.934783405700366,4.561747362380876,3.8883453329820137,4.97786808026916,4.966992625172049,3.270135116547142,4.0136250344387525,3.819663316840772,4.280534364803346,3.236639495107544,3.1192611893937543,1.0099093342987246,4.566558590304057,4.200974198440717,4.992854217322638
37,4.9975632927508915,5.118148762709716,5.003163728771603,4.7073669706199315,4.891868384543276,4.850419767323498,3.780752607819934,4.979485414791241,4.874156055200212,4.997246618715442,4.95219555771891,4.007064259891249,5.070683624987078,4.970881269190724,3.0633372757115964,4.9892234141886265,2.8966780416763998,3.4133569900590017,4.347608099644073,3.7002770143044934,5.083471281686381,4.57204226702378,3.8476799111880235,4.906385034160862,4.282623610661571,5.000543247601225,4.410587587813863,5.125089318101369,3.1604091954362943,3.210433949412886,2.558202262316242,4.241911869972772,4.055796660421225,5.092647419874894
38,4.176863071828762,3.7396690972441604,4.952522963107526,3.6560902046296446,4.9650561305013685,4.003790942682326,2.9319538620664707,4.246810462221678,4.216464658665935,4.634476852390961,3.257456937272696,3.4515654863216234,4.007955352440436,3.9738518431284064,3.3649742809139,3.5690924097402217,2.7353291910756337,3.011368030517057,3.6830324349702113,3.746549094400806,4.992517364618864,3.263208317069013,2.9984279448725157,4.013091119544913,4.001465799857609,3.917875724490203,3.9800786171777904,4.013985695647839,3.2987955419463875,3.6350621228478426,2.2209592085105347,3.1114670957729813,4.640770483324702,3.886857847836615
39,4.813795755875983,4.947352025555021,5.008333473566476,4.276469367810327,5.243951418455878,4.759668610077639,3.1257189410299473,4.96665840259282,4.990347965955254,4.996323266687482,4.019707392641199,4.223808569821648,5.002965299917212,4.343435548133547,4.258797121771231,4.310555039782875,2.9735995603123384,4.310750585607666,4.381319873269657,3.578857029138675,5.007818472909586,4.010764733709983,3.378941247913685,4.574236387389197,4.986538394248967,4.956022080289611,4.637779227501581,4.820008761873964,4.001024428097227,4.215416054713429,2.2510220286087956,3.2998366895125417,4.072211766874773,4.486769709765412
40,4.9735871636647495,4.574849531056196,5.198466755666544,4.976853425620897,4.4241139649463275,4.645917160805005,3.986597377570778,4.964053348376169,4.496365319217901,4.497743971738152,4.993900906308535,3.3434104436510887,5.01421762979304,4.712927345545032,2.049950029273735,5.213553810917308,3.5375066341240156,1.7259418207580297,5.000965553344572,3.861171490117313,4.668579544564264,4.512925615298021,4.960843378859303,4.717265988586422,3.2779833510353353,4.5217362676454265,3.5730758700640712,5.091308012731348,3.066691325808261,2.1310662417393202,2.199190386418375,5.3177417712844735,4.122191260073042,5.972733740195451
41,4.591956201529066,4.586179370522483,4.799398637871153,4.962752188615069,4.992629222715419,4.982160459632175,3.3051064519071294,4.976382018810905,4.9075055765871864,4.8341336566189845,3.8959319511274595,3.6527186413903605,4.993460406359931,3.734332649955849,3.9858189021655064,3.7692154870130596,3.495458566226292,4.145924863860848,4.352731103742332,3.791775843147139,4.008222614663325,4.2191717173696395,3.0087979027593676,4.386663273339102,3.9832529430443615,4.478234575699655,4.215743119626855,4.692995562872106,3.4577970691079645,3.809040264104642,2.1050205889278493,3.450081621222989,4.124513296870488,4.29967932761088
42,4.029144976195669,4.347633218154063,4.179348411201701,3.9900317764996163,5.008659310892546,4.341171865917027,2.91134842943231,4.456116636034126,4.4633144618300875,4.644333173011044,3.4497671304458195,3.7624064150380114,4.12723156236756,4.182068441086459,3.8331491918277463,3.6059867013509943,2.632911771315234,4.958837601507008,3.0346482082182717,3.003135563988641,4.982588797745483,3.9858152817812975,1.9304474409124637,4.227199242297213,4.620162563017864,4.287758548947144,4.441783133771258,4.231271995288246,3.4796389603657563,3.387493655757169,2.013651337065794,3.0995769001725213,3.9910436972487826,3.7320924407925196
43,4.284378830193685,4.2714060880966676,4.2839464822276305,3.4279788579946606,4.009914032622998,4.3284866353224265,2.8912471518996914,4.182681087784316,4.102969940421022,4.11856127171525,3.9779624459063423,3.914179411399615,4.97199644468067,4.978455154516556,3.1502890667177676,4.2229375672442035,2.46552178486347,3.3638379204994107,4.098581818237462,3.914288022350425,4.794951093132853,4.094926746378949,3.5932608533375263,4.21221089893718,4.100807767358396,4.124777008434742,3.9854583200241684,4.0165108978971364,3.449069589741982,2.949626972391313,3.607626696724435,4.172406400745708,3.59275667457409,4.392797877680145
44,4.228520753000821,4.119840205671409,4.108653698041549,3.6799716919933623,4.979000149311917,3.991275003770348,3.9955328980021343,4.073079996419074,4.300416610683381,4.755076526727618,3.577124515378898,3.6540465732267466,3.745583805901233,3.8517203301423972,3.3674570560923796,3.6807318153731625,1.579563299908466,3.5822301837260446,2.5321850302238853,3.003716420917883,4.997048933310796,4.071881852007811,2.0252297304528293,4.950569270788592,4.044897013692809,4.013688551608515,4.313514864615404,3.9902390514681927,2.2192921326423214,3.2055166006672686,1.534354963580055,3.1574679595878465,4.591163650157433,3.6660127295981515
45,4.628255359122543,4.508363412376368,4.56513844870577,4.031653642471707,4.9647857863194105,4.983071264981228,2.0336271199393554,4.949490721446139,4.660918535641252,4.5717350516710615,3.064233140112992,4.136327732050424,5.082028516700372,3.893654380496733,4.9654304311636634,3.56587204108782,3.605957841938901,5.130695617964889,4.510901172485303,3.9111884279570432,4.212119385771344,4.235241984978427,3.0172483572361055,3.8485404497061917,4.906945392971852,4.318913725269487,4.395659446869213,4.038144856579234,4.997831998360651,4.661536217638162,3.173547818374138,3.399372353804086,4.278289696754652,3.264435241497706
46,5.1931017879649595,4.9331642101055015,4.979123073464128,4.076892797658005,5.2111435081008,4.999277439725017,3.452896839715568,5.037724724915326,4.971928198244363,5.007705826903149,4.222464667111232,4.669496845143229,5.3018029818591685,5.067365316805521,4.104586571390325,4.986151302251552,3.0188147160339662,4.227099211209696,4.477194815344133,3.9137135446381364,5.108416939898947,4.986227072135628,3.9248132583247517,5.061784020326282,4.979659606852836,4.866110242756802,4.536578937925699,4.843630116009772,4.480632142492911,4.010152042178005,3.152301851318387,4.252352368078799,4.84133773392265,4.827393120177322
47,4.7495118356134975,4.913570655698127,4.480655275485706,4.167607215583999,4.8744875606703015,4.97664791046068,3.621413006206808,4.756138161072352,4.716966857634447,4.972894311796581,4.06749090693783,4.1845311918332175,4.996474378142545,4.303447628243709,4.023608011813147,4.29888899776978,2.991635973806086,3.9848214108810307,4.048049413096964,4.829503655795564,4.857968088513767,4.976726711471479,3.8018194378442813,4.813492931569527,4.003650969234392,4.476047939236492,4.422801767237331,4.4469010964780145,3.751849727123272,4.433604965884696,3.2268775069099993,4.57205651744801,4.0127388159194854,4.431329844793722
48,4.608074043932529,4.447760580888814,4.483887003999055,3.7047585920367117,4.526241877875709,4.944218317852589,2.381529444596753,4.672079492462821,4.519790372267397,4.451029793156116,3.441232010703627,4.3500193721475195,5.27359396722174,4.453038353748945,4.3630382669122865,4.096105888947316,3.602292429468147,4.434857067570363,4.618543244426422,4.669742595326958,4.11948217477042,4.663505325011608,3.884112599164859,4.018720091107256,4.318593160672615,4.226676867718169,4.021071943982975,4.1847711279667,4.978283957683495,4.522315593345835,3.9912979253551524,4.006771326653874,4.009678592980308,4.004718903110672
